id,province,topic,context,options,answer,is_province_specific,also_exist_in_other_province,final_is_province_specific
1225,Jawa Timur,ReligiBudayaSosial,Ayah melihat kupu-kupu masuk ke dalam rumah.,"['A. Ayah akan didatangi tamu turis.', 'B. Ayah akan didatangi tamu biasa.', 'C. Ayah akan didatangi tamu spesial.']",C,YA,TIDAK,YA
1226,Jawa Timur,ReligiBudayaSosial,"Ibu memilik 3 anak, pertama perempuan, kedua perempuan, ketiga laki-laki.","['A. Ibu akan mengadakan acara ruwatan sebelum anak pertama menikah.', 'B. Ibu akan mengadakan acara ruwatan sebelum anak pertama meninggal.', 'C. Ibu akan mengadakan acara ruwatan sebelum anak pertama melahirkan.']",A,YA,TIDAK,YA
1234,Jawa Timur,Makanan,"Nuri mengajak saudaranya, Ita, ke daerah Bangkalan Madura untuk sarapan.","['A. Nuri dan Ita memilih nasi jagung dengan lauk esoh dan babat sapi.', 'B. Nuri dan ita memilih nasi jagung dengan lauk tahu dan tempe.', 'C. Nuri dan Ita memilih nasi jagung dengan lauk iga sapi bakar.']",A,YA,TIDAK,YA
1235,Jawa Timur,Makanan,"Rina mengajak Dhea ke Depot Bu Tiban, Gresik untuk makan siang.","['A. Dhea memesan nasi krawu dengan lauk suwiran daging sapi dan serundeng.', 'B. Dhea memesan nasi krawu dengan lauk rempeyek kacang.', 'C. Dhea memesan nasi krawu dengan lauk tempe, tahu, dan sayur.']",A,YA,TIDAK,YA
1236,Jawa Timur,Makanan,Rudi pergi ke warung Mbok Wah.,"['A. Rudi makan sego tempong dengan sambal gowang dan beberapa lauk seperti ayam, tahu, tempe, dan lalapan.', 'B. Rudi makan sego tempong dengans sambal matah dan beberapa lauk seperti ayam, tahu, tempe, dan lalapan.', 'C. Rudi makan sego tempong dengan sambal tempong dan beberapa lauk seperti ayam, tahu, tempe, dan lalapan.']",C,YA,TIDAK,YA
1237,Jawa Timur,Makanan,Rani ingin makan yang berkuah khas kota Lamongan.,"['A. Rani membeli soto dengan taburan kacang kedelai goreng.', 'B. Rani membeli soto dengan taburan bawang goreng.', 'C. Rani membeli soto dengan taburan bubuk koya.']",C,YA,TIDAK,YA
1238,Jawa Timur,Makanan,"Malam ini Sinta pergi jalan-jalan ke nguling, Probolinggo.","['A. Sinta membeli rawon dengan taburan bawang goreng di atasnya.', 'B. Sinta membeli rawon dengan taburan koya di atasnya.', 'C. Sinta membeli rawon dengan taburan taoge dan sambal terasi di atasnya.']",C,YA,TIDAK,YA
1239,Jawa Timur,Makanan,Rita pergi ke Banyuwangi untuk menyicipi kuliner rujak soto.,"['A. Rita makan malam dengan rujak cingur yang disiram dengan kuah soto.', 'B. Rita makan malam dengan rujak buah yang disiram dengan kuah soto.', 'C. Rita makan malam dengan rujak sayur yang disiram dengan kuah soto.']",C,YA,TIDAK,YA
1240,Jawa Timur,Makanan,Pakdhe minta tolong Putri untuk membelikan cemilan ketika pulang dari Madiun.,"['A. Putri membawakan brem dengan bahan dasar tape beras.', 'B. Putri membawakan brem dengan bahan dasar tape singkong.', 'C. Putri membawakan brem dengan bahan dasar tape ketan.']",C,YA,TIDAK,YA
1241,Jawa Timur,Makanan,Oji membawa cemilan prol tape dari Jember.,"['A. Cemilan yang dibawa oleh Oji terbuat dari tape singkong.', 'B. Cemilan yang dibawa oleh Oji terbuat dari tape ketan hitam.', 'C. Cemilan yang dibawa oleh Oji terbuat dari tape pisang.']",A,YA,TIDAK,YA
1242,Jawa Timur,Makanan,Nisa pulang dari Trenggalek membawa oleh-oleh batik.,"['A. Batik tersebut bermotif parang cengkeh.', 'B. Batik tersebut bermotif mega mendung.', 'C. Batik tersebut bermotif singo barong.']",A,YA,TIDAK,YA
1243,Jawa Timur,Makanan,Ridho baru pulang dari Banyuwangi.,"['A. Ridho memakai udeng bermotif gajah oling.', 'B. Ridho memakai udeng bermotif ganasan.', 'C. Ridho memakai udeng bermotif kujang kijang.']",A,YA,TIDAK,YA
1244,Jawa Timur,Makanan,Ghina membawa oleh-oleh khas babat.,"['A. Oleh-oleh yang dibawa Ghina berupa makanan yang berbahan dasar tepung ketan dan parutan kelapa.', 'B. Oleh-oleh yang dibawa Ghina berupa makanan yang berbahan dasar ketan dan gula.', 'C. Oleh-oleh yang dibawa Ghina berupa makanan yang berbahan dasar tepung terigu dan parutan kelapa.']",A,YA,TIDAK,YA
1245,Jawa Timur,Makanan,Sirop pokak adalah minuman khas Probolinggo.,"['A. Sirop pokak biasanya diminum ketika matahari sedang terik.', 'B. Sirop pokak biasanya diminum ketika pulang dari pantai.', 'C. Sirop pokak biasanya diminum ketika cuaca sedang dingin.']",C,YA,TIDAK,YA
1246,Jawa Timur,Makanan,Angger pergi ke rumah makan osing deles.,"['A. Angger makan nasi tempong deles dengan pisau dan garpu.', 'B. Angger makan nasi tempong deles dengan tangan tanpa garpu atau sendok.', 'C. Angger makan nasi tempong deles dengan menggunakan sumpit kayu.']",B,YA,TIDAK,YA
1247,Jawa Timur,Makanan,Ibu Manda mempunyai warung makan lesehan nasi tempong.,"['A. Sambal tempong dibuat menggunakan cobek batu.', 'B. Sambal tempong dibuat menggunakan blender.', 'C. Sambal tempong dibuat menggunakan cobek kayu.']",A,YA,TIDAK,YA
1248,Jawa Timur,Makanan,Nisa sedang membakar sate Madura.,"['A. Nisa menggunakan bantuan tepas yang terbuat dari anyaman daun kelapa.', 'B. Nisa menggunakan bantuan tepas yang terbuat dari anyaman bambu.', 'C. Nisa menggunakan bantuan tepas yang terbuat dari anyaman daun pandan.']",B,YA,YA,TIDAK
1249,Jawa Timur,Makanan,Nita menikmati kue kering dengan banyak varian rasa di daerah sunrise of Java.,"['A. Nita disuguhi cemilan bagiak yang berbentuk kotak persegi.', 'B. Nita disuguhi cemilan bagiak yang berbentuk sandal.', 'C. Nita disuguhi cemilan bagiak yang berbentuk lonjong seperti jari tengah.']",C,YA,TIDAK,YA
1250,Jawa Timur,Makanan,Toples Budhe Rita diisi dengan bolu kuwuk kering.,"['A. Bolu kering itu berbentuk bintang.', 'B. Bolu kering itu berbentuk bunga.', 'C. Bolu kering itu berbentuk cangkang kura-kura.']",C,YA,TIDAK,YA
1251,Jawa Timur,Makanan,Gita pergi ke Kediri untuk wisata kuliner.,"['A. Gita makan gethuk pisang yang terbuat dari pisang yang dihaluskan dan dibungkus dengan daun kelapa.', 'B. Gita makan gethuk pisang yang terbuat dari pisang yang dihaluskan dan dibungkus dengan daun pisang seperti lontong.', 'C. Gita makan gethuk pisang yang terbuat dari pisang yang dihaluskan dan disajikan di atas piring.']",B,YA,TIDAK,YA
1252,Jawa Timur,Makanan,Dina membeli buah tangan di pusat oleh-oleh Brawijaya.,"['A. Dina tidak lupa membeli salak pondoh.', 'B. Dina tidak lupa membeli jambu kristal.', 'C. Dina tidak lupa membeli keripik apel.']",C,YA,TIDAK,YA
1253,Jawa Timur,Makanan,Dian baru saja mengunjungi Tuban liburan kemarin.,"['A. Dian membawakan buah alpukat untuk oleh-oleh keluarganya.', 'B. Dian membawakan buah pisang untuk oleh-oleh keluarganya.', 'C. Dian membawakan buah jeruk untuk oleh-oleh keluarganya.']",C,TIDAK,TIDAK,YA
1254,Jawa Timur,Pernikahan,"Adik Rita, Ahmad akan melangsungkan pernikahan sebelum dia sendiri resmi menikah.","['A. Ahmad harus menjalani upacara langkahan dengan memohon doa restu kepada kakaknya dengan memberi satu set sak pengadek.', 'B. Ahmad harus melangkahi kakaknya Rita yang ada di depannya.', 'C. Ahmad harus menjalani upacara langkahan dengan berjalan diatas kakaknya Rita yang sedang berbaring.']",A,YA,TIDAK,YA
1255,Jawa Timur,Pernikahan,"Ridho merestui adiknya, Galang, untuk menikah duluan.","['A. Ridho memberi Tebu Wulung kepada Galang sebagai simbol ""mantebing kalbu"" atau kemantapan hati.', 'B. Ridho memberi Tebu Ijo kepada Galang sebagai simbol ""mantebing kalbu"" atau kemantapan hati.', 'C. Ridho memberi Tebu Enom kepada Galang sebagai simbol ""mantebing kalbu"" atau kemantapan hati.']",A,YA,TIDAK,YA
1256,Jawa Timur,Pernikahan,"Sebelum melangsungkan pernikahan, Sinta melaksanakan upacara siraman untuk mensucikan diri secara jasmani maupun rohani.","['A. Sinta melangsungkan upacara siraman tepat sebulan sebelum hari akad nikah.', 'B. Sinta melangsungkan upacara siraman tepat seminggu sebelum hari akad nikah.', 'C. Sinta melangsungkan upacara siraman tepat sehari sebelum hari akad nikah.']",C,YA,YA,TIDAK
1257,Jawa Timur,Pernikahan,"Pada upacara panggih, Doni dan Ita melakukan liron kembar mayang.","['A. Doni dan Ita saling bertukar kembar mayang.', 'B. Doni melempari Ita dengan kembar mayang.', 'C. Doni memberi Ita seikat kembar mayang.']",A,YA,TIDAK,YA
1258,Jawa Timur,Pernikahan,"Setelah akad nikah dan resepsi, prosesi pernikahan Nita dan Aji belum selesai dilaksanakan.","['A. Nita dan Aji harus melaksanakan prosesi Ngunduh mantu yang dilaksanakan di kediaman Aji.', 'B. Nita dan Aji harus melaksanakan prosesi Ngunduh mantu yang dilaksanakan di Masjid.', 'C. Nita dan Aji harus melaksanakan prosesi Ngunduh mantu yang dilaksanakan di kediaman Nita.']",A,YA,YA,TIDAK
1259,Jawa Timur,Pernikahan,Imbal wicara dilangsungkan ketika upacara ngunduh mantu pernikahan Dito dan Ajeng.,"['A. Keluarga Ajeng memulai dialog dengan menyerahkan Ajeng kepada keluarga Dito.', 'B. Keluarga Ajeng memulai dialog dengan menerima Dito di keluarga Ajeng.', 'C. Keluarga Dito memulai dialog dengan menyerahkan Dito kepada keluarga Ajeng.']",A,YA,TIDAK,YA
1260,Jawa Timur,Pernikahan,Pak Ryan dan Bu Anita melangsungkan prosesi ngunduh manten.,"['A. Prosesi ngunduh manten dilangsungkan sebelum resepsi dilaksanakan.', 'B. Prosesi ngunduh manten dilangsungkan beberapa hari pasca resepsi.', 'C. Prosesi ngunduh manten dilangsungkan sebelum upacara midodareni.']",B,YA,TIDAK,YA
1262,Jawa Timur,Pernikahan,Adit dipakaikan bunga melati sebagai simbol dalam pernikahan.,"['A. Bunga melati digantungkan di telinga Adit.', 'B. Bunga melati diletakkan di atas kepala Adit.', 'C. Bunga melati dikalungkan di leher Adit.']",C,YA,YA,TIDAK
1263,Jawa Timur,Pernikahan,Sinta sangat cantik saat menggunakan aksesori bunga di hari pernikahannya.,"['A. Sinta mengenakan rantai bunga melati yang diikat di belakang kepala dan dibiarkan menjuntai ke depan pundak sampai ke perut.', 'B. Sinta mengenakan rantai bunga mawar merah yang diikat di belakang kepala dan dibiarkan menjuntai ke depan pundak sampai ke perut.', 'C. Sinta mengenakan rantai bunga melati yang diikat di belakang kepala.']",A,YA,TIDAK,YA
1264,Jawa Timur,Pernikahan,"Bu Cahya dan Bu Indri datang bersama menghadiri pernikahan anak Bu Putri di daerah Sukapura, Probolinggo.","['A. Bu Cahya dan Bu Indri membawa gegawan berupa gula dan minyak.', 'B. Bu Cahya dan Bu Indri membawa gegawan berupa sejumlah uang yang dimasukkan ke dalam amplop.', 'C. Bu Cahya dan Bu Indri membawa gegawan berupa hasil bumi yang ditempatkan pada wadah baki.']",C,YA,TIDAK,YA
1266,Jawa Timur,Pernikahan,Nisa menikmati masakan khas Lamongan.,"['A. Nisa makan soto dengan taburan acar wortel.', 'B. Nisa makan soto dengan taburan bawang goreng.', 'C. Nisa makan soto dengan taburan bubuk koya.']",C,YA,TIDAK,YA
1267,Jawa Timur,Pernikahan,"Setelah menghadiri pernikahan temanya dian di Banyuwangi, Rita dibawakan goodie bag oleh among tamu.","['A. Goodie bag yang dibawa Rita berisi kipas kain lipat yang bermotif batik gajah oling.', 'B. Goodie bag yang dibawa Rita berisi kipas kain lipat yang bermotif batik kaluak paku.', 'C. Goodie bag yang dibawa Rita berisi kipas kain lipat yang bermotif batik singa barong.']",A,YA,TIDAK,YA
1268,Jawa Timur,Pernikahan,"Ica sangat senang mendapatkan souvenir unik setelah mendatangi pernikahan sepupunya di daerah Sampang, Madura.","['A. Ica mendapatkan gantungan kunci berupa boneka yang berpakaian adat Madura dengan pakaian luar berwarna putih dan pakaian dalam bercorak garis-garis dengan warna merah putih.', 'B. Ica mendapatkan gantungan kunci berupa boneka yang berpakaian adat Madura dengan pakaian luar berwarna hitam dan pakaian dalam bercorak garis-garis dengan warna putih merah.', 'C. Ica mendapatkan gantungan kunci berupa boneka yang berpakaian adat Madura dengan pakaian luar berwarna putih dan pakaian dalam bercorak garis-garis dengan warna putih hitam.']",B,TIDAK,TIDAK,YA
1271,Jawa Timur,Hubungan Keluarga,"Ayah Citra dan Rio adalah orang Magetan, sedangkan ibu mereka orang Ngawi.","['A. Citra memanggil kakaknya Rio dengan panggilan ""akang"".', 'B. Citra memanggil kakaknya Rio dengan panggilan ""aa"".', 'C. Citra memanggil kakaknya Rio dengan panggilan ""mas"".']",C,YA,TIDAK,YA
1272,Jawa Timur,Hubungan Keluarga,Ria menyapu rumah nenek tetapi hanya sampai depan pintu saja.,"['A. Nenek menegur Ria karena pekerjaannya tidak tuntas.', 'B. Nenek sangat senang melihat apa yang dilakukan Ria.', 'C. Nenek diminta Ria menyelesaikan pekerjaannya.']",A,TIDAK,YA,TIDAK
1273,Jawa Timur,Hubungan Keluarga,Ajeng dikenal sebagai anak yang sopan di keluarganya.,"['A. Ajeng memanggil pamannya dengan kata ganti ""panjenengan"".', 'B. Ajeng memanggil pamannya dengan kata ganti ""sampeyan"".', 'C. Ajeng memanggil pamannya dengan kata ganti ""awakmu"".']",A,YA,TIDAK,YA
1275,Jawa Timur,Hubungan Keluarga,Nisa pergi bertamu ke rumah Ibu Putri.,"['A. Nisa membawa uang tunai.', 'B. Nisa membawa seperangkat alat shalat.', 'C. Nisa membawa makanan ringan.']",C,YA,YA,TIDAK
1276,Jawa Timur,Hubungan Keluarga,Bu Ayu sedang masak banyak makanan ketika Eka datang ke rumah.,"['A. Eka langsung mengambil piring untuk mencoba masakan Bu Ayu tanpa basa-basi.', 'B. Eka malu-malu ketika ditawari untuk makan dan akhirnya mau makan ketika ditawari beberapa kali.', 'C. Eka disuruh pulang oleh Bu Ayu dan tidak ditawari makanan.']",B,YA,YA,TIDAK
1277,Jawa Timur,Hubungan Keluarga,Bu Diah mengadakan acara selamatan untuk 1000 hari ayahnya.,"['A. Bu Diah dibantu event organizer untuk mempersiapkan acara tersebut.', 'B. Bu Diah dibantu tetangga sekitar untuk mempersiapkan acara tersebut.', 'C. Bu Diah dibantu kantor camat untuk mempersiapkan acara tersebut.']",B,YA,YA,TIDAK
1278,Jawa Timur,Hubungan Keluarga,Eka ingin membakar sampah di luar rumah.,"['A. Eka mengurungkan niatnya karena tetangganya baru saja menjemur baju di halaman.', 'B. Eka membakar sampah dekat baju tetangga yang dijemur di sebelah rumahnya.', 'C. Eka memindahkan jemuran tetangga agar bisa membakar sampah.']",A,TIDAK,YA,TIDAK
1280,Jawa Timur,Hubungan Keluarga,Niko sangat mengenali tetangganya di Lumajang.,"['A. Kebanyakan tetangga Niko di daerah Lumajang memiliki nama yang terdiri dari tiga suku kata dan berawalan ""Su"", seperti Sutejo, Sumarno, Suyatno, dan lain-lain.', 'B. Kebanyakan tetangga Niko di daerah Lumajang memiliki nama yang terdiri dari tiga kata seperti, Sutarjo Darma Parmono.', 'C. Kebanyakan tetangga Niko di daerah Lumajang memiliki nama yang terdiri dari 5 kata seperti, Suyatno Dodo Darmaji Dikin Hanjoyo.']",A,YA,TIDAK,YA
1281,Jawa Timur,"Kehamilan, Bayi, Anak",Bu Dina melakukan prosesi brojolan saat hamil usia 7 bulan dengan memasukkan sepasang kelapa gading muda ke dalam sarung dari atas perut calon ibu.,"['A. Kelapa gading yang digunakan telah digambari Nakula dan Sadewa dengan maksud agar bayi lahir dengan mudah tanpa kesulitan.', 'B. Kelapa gading yang digunakan telah digambari Kamajaya dan Kamaratih dengan maksud agar bayi lahir dengan mudah tanpa kesulitan.', 'C. Kelapa gading yang digunakan telah digambari Dewi Sri dan Hariti dengan maksud agar bayi lahir dengan mudah tanpa kesulitan.']",B,YA,TIDAK,YA
1282,Jawa Timur,"Kehamilan, Bayi, Anak","Mengikuti adat, Ajeng melakukan salah satu prosesi tingkeban yaitu pantes-pantes.","['A. Bu Dian memakai kain dan kebaya sebanyak 7 macam.', 'B. Bu Dian memakai kain dan kebaya sebanyak 5 macam.', 'C. Bu Dian memakai kain dan kebaya sebanyak 10 macam.']",A,YA,TIDAK,YA
1283,Jawa Timur,"Kehamilan, Bayi, Anak","Rina rutin melaksanakan acara syukuran kehamilannya, termasuk telonan.","['A. Ari melaksanakan acara telonan anak keduanya di usia 3 bulan kehamilan.', 'B. Ari melaksanakan acara telonan anak keduanya di usia 7 bulan kehamilan.', 'C. Ari melaksanakan acara telonan anak keduanya di usia 5 bulan kehamilan.']",A,YA,TIDAK,YA
1284,Jawa Timur,"Kehamilan, Bayi, Anak",Gita melaksanakan acara syukuran tingkeban.,"['A. Acara dilaksanakan saat kehamilan Gita mencapai usia 3 bulan kehamilan.', 'B. Acara dilaksanakan saat kehamilan Gita mencapai usia 7 bulan kehamilan.', 'C. Acara dilaksanakan saat kehamilan Gita mencapai usia 5 bulan kehamilan.']",B,YA,TIDAK,YA
1285,Jawa Timur,"Kehamilan, Bayi, Anak","Sebagai bentuk rasa syukur atas kelahiran anaknya, Indah melaksanakan acara syukuran sepasaran.","['A. Syukuran diselenggarakan saat anaknya berusia 7 hari.', 'B. Syukuran diselenggarakan saat anaknya berusia 7 pekan.', 'C. Syukuran diselenggarakan saat anaknya berusia 7 jam.']",A,YA,TIDAK,YA
1286,Jawa Timur,"Kehamilan, Bayi, Anak","Setelah lahiran, Inas melakukan acara larung ari-ari.","['A. Ari-ari bayi Inas diletakkan di dalam botol plastik, setelah itu baru dihanyutkan oleh suami Inas ke laut.', 'B. Ari-ari bayi inas diletakkan di dalam peti, setelah itu baru dihanyutkan oleh suami Inas ke laut.', 'C. Ari-ari bayi Inas diletakkan di dalam kendil, setelah itu baru dihanyutkan oleh suami Inas ke laut.']",C,YA,TIDAK,YA
1287,Jawa Timur,"Kehamilan, Bayi, Anak",Sari melakukan acara wisuh dengan maksud untuk mensucikan bayinya dari segala kotoran.,"['A. Wisuh dilakukan Sari saat anaknya berusia genap 90 hari.', 'B. Wisuh dilakukan Sari saat anaknya berusia genap 60 hari.', 'C. Wisuh dilakukan Sari saat anaknya berusia genap 40 hari.']",C,YA,TIDAK,YA
1288,Jawa Timur,"Kehamilan, Bayi, Anak","Ketika anaknya berusia 8 bulan, Salma menuntun anaknya untuk berjalan di atas jadah sebagai salah satu dari tradisi tedhak sinten.","['A. Jadah yang diinjak anak Salma dibuat dengan 8 warna berbeda.', 'B. Jadah yang diinjak anak Salma dibuat dengan 7 warna berbeda.', 'C. Jadah yang diinjak anak Salma dibuat dengan 14 warna berbeda.']",B,YA,TIDAK,YA
1289,Jawa Timur,"Kehamilan, Bayi, Anak",Jaka menyelenggarakan acara tradisi kurungan untuk anaknya yang menginjak usia 8 bulan.,"['A. Selama acara berlangsung, anak Jaka dimasukkan ke dalam kamar yang didalamnya diberi perhiasan, buku tulis, beras, mainan, dan sebagainya.', 'B. Selama acara berlangsung, anak Jaka dimasukkan ke dalam kurungan bayi yang warna-warni yang didalamnya diberi perhiasan, buku tulis, beras, mainan, dan sebagainya.', 'C. Selama acara berlangsung, anak Jaka dimasukkan ke dalam sangkar ayam yang didalamnya diberi perhiasan, buku tulis, beras, mainan, dan sebagainya.']",C,YA,TIDAK,YA
1290,Jawa Timur,"Kehamilan, Bayi, Anak",Rio melakukan selamatan gaulan untuk anak pertamanya dengan  dan memberinya makanan gandos.,"['A. Rio melakukan gaulan ketika si anak mulai bisa berbicara.', 'B. Rio melakukan gaulan ketika si anak mulai tumbuh gigi untuk pertama kalinya.', 'C. Rio melakukan gaulan ketika si anak mulai merangkak.']",B,YA,TIDAK,YA
1291,Jawa Timur,"Kehamilan, Bayi, Anak",Upacara tarapan dilaksanakan bagi Rina yang memasuki usia remaja dan mulai menstruasi.,"['A. Salah satu rangkaian acara Tarapan adalah siraman dengan menggunakan 4 macam centong air.', 'B. Salah satu rangkaian acara Tarapan adalah siraman dengan menggunakan 7 mata air.', 'C. Salah satu rangkaian acara Tarapan adalah siraman dengan menggunakan 7 macam bunga.']",B,YA,TIDAK,YA
1292,Jawa Timur,"Kehamilan, Bayi, Anak","Ita, anak Bu Dian, telah beranjak remaja.","['A. Bu Dian menyuruh Ita keluar malam-malam.', 'B. Bu Dian melarang Ita keluar malam-malam.', 'C. Bu Dian membolehkan Ita keluar malam-malam.']",B,YA,YA,TIDAK
1294,Jawa Timur,Kematian,Dengan berat hati Tyo harus menerima kabar kematian budhenya dan memberi kabar kepada yang lain.,"['A. Tyo hanya akan mengabarkan keluarga intinya akan lelayu atau kabar kematian budhenya.', 'B. Tyo mengurusi sendiri kematian budhenya di kediamannya.', 'C. Tyo mengabarkan seluruh kerabatnya dan tetangganya akan lelayu atau kabar kematian budhenya menggunakan toa masjid dan semua alat bantu komunikasi.']",C,YA,YA,TIDAK
1295,Jawa Timur,Kematian,Rani cukup lega karena tinggal di salah satu kampung di Jawa. Rani tidak merasa sendiri karena tetangganya banyak yang melayat dan membantu mengurusi kematian adiknya.,"['A. Para tetangga perempuan Rani menyiapkan rangkaian bunga berbentuk lingkaran dengan jumlah ganjil dan panjang satu setengah meter tanpa melepas jarum dari benangnya.', 'B. Para tetangga perempuan Rani hanya datang melihat jenazah adiknya sampai dimakamkan.', 'C. Para tetangga perempuan Rani menyiapkan rangkaian bunga berbentuk lingkaran dengan jumlah yang tidak diperhitungkan.']",A,YA,TIDAK,YA
1296,Jawa Timur,Kematian,Rita dan keluarganya akan melakukan acara pendhak pisan di Sidoarjo.,"['A. Selametan pendhak pisan diselenggarakan setelah 1 minggu kematian ibu Rita.', 'B. Selametan pendhak pisan diselenggarakan setelah 1 bulan kematian ibu Rita.', 'C. Selametan pendhak pisan diselenggarakan setelah 1 tahun kematian ibu Rita.']",C,YA,TIDAK,YA
1297,Jawa Timur,Kematian,Prita turut membantu menyiapkan acara Pitung Dina almarhumah ibunda Ria.,"['A. Hari ini tepat 7 hari setelah ibunda Ria meninggal dunia.', 'B. Hari ini tepat 7 minggu setelah ibunda Ria meninggal dunia.', 'C. Hari ini tepat 7 bulan setelah ibunda Ria meninggal dunia.']",A,YA,TIDAK,YA
1298,Jawa Timur,Kematian,Dinda mendapat kabar bahwa anak sulung Bu Gita mengalami kecelakaan dan meninggal.,"['A. Dinda melayat ke rumah Bu Gita menggunakan kebaya songket.', 'B. Dinda melayat ke rumah Bu Gita menggunakan seragam sekolah.', 'C. Dinda melayat ke rumah Bu Gita menggunakan gamis abaya.']",C,TIDAK,YA,TIDAK
1299,Jawa Timur,Kematian,Ayah Ryan baru meninggal dunia.,"['A. Putri pergi melayat memakai baju berwarna hijau neon.', 'B. Putri pergi melayat memakai baju berwarna cokelat tua.', 'C. Putri pergi melayat memakai baju berwarna merah muda.']",B,TIDAK,YA,TIDAK
1301,Jawa Timur,Hari Besar Agama,"Sebelum hari pertama puasa Ramadhan, Ibu Doni dan ibu-ibu lainnya sibuk menyiapkan hidangan untuk selametan megengan.","['A. Doni dan tetangga sekitarnya menggelar tadarus bersama.', 'B. Doni dan tetangga sekitarnya menggelar tikar dan makan bersama.', 'C. Doni dan tetangga sekitarnya menggelar doa bersama dan bertukar makanan.']",C,YA,TIDAK,YA
1302,Jawa Timur,Hari Besar Agama,Cakra dan warga sekitar sangat bahagia merayakan hari raya Idul Fitri dengan takbiran keliling kampung menggunakan obor.,"['A. Cakra melakukan takbiran keliling ketika siang setelah shalat Idul Fitri.', 'B. Cakra melakukan takbiran keliling ketika subuh menjelang shalat Idul Fitri.', 'C. Cakra melakukan takbiran keliling ketika malam sebelum shalat Idul Fitri.']",C,TIDAK,YA,TIDAK
1303,Jawa Timur,Hari Besar Agama,"Menjelang hari raya Idul Adha, Joko dan tetangganya melakukan tradisi mantenan sapi.","['A. Joko mengkawinkan sapi betina miliknya dengan sapi jantan tetangga yang akan disembelih.', 'B. Joko melakukan arak-arakan sapi miliknya layaknya pengantin sebelum disembelih.', 'C. Joko menghias sapi miliknya yang akan disembelih dengan berbagai aksesoris meriah.']",C,YA,TIDAK,YA
1305,Jawa Timur,Hari Besar Agama,"Menjelang hari raya idul adha, Ganjar justru menjemur kasur sebagai tradisi yang berlaku di kalangan masyarakat Osing.","['A. Ganjar menjemur kasur gembil berwarna hitam dan putih.', 'B. Ganjar menjemur kasur gembil berwarna hitam dan hijau.', 'C. Ganjar menjemur kasur gembil berwarna hitam dan merah.']",C,YA,TIDAK,YA
1306,Jawa Timur,Hari Besar Agama,"Pada peringatan Maulid, Rino bergegas ke masjid untuk memeriahkan acara endog-endogan.","['A. Rino membawa telur dadar yang telah dihias dengan bunga kertas warna-warni lalu ditancapkan di pohon pisang yang juga dihias.', 'B. Rino membawa telur mentah yang telah dihias dengan bunga kertas warna-warni lalu ditancapkan di pohon pisang yang juga dihias.', 'C. Rino membawa telur rebus yang telah dihias dengan bunga kertas warna-warni lalu ditancapkan di pohon pisang yang juga dihias.']",C,YA,TIDAK,YA
1307,Jawa Timur,Hari Besar Agama,Euforia hari raya Idul Fitri di kampung Dani masih terasa hingga lebaran ketupat.,"['A. Dani menyelenggarakan lebaran ketupat sehari setelah Idul Fitri.', 'B. Dani menyelenggarakan lebaran ketupat sebulan setelah Idul Fitri.', 'C. Dani menyelenggarakan lebaran ketupat sepekan setelah Idul Fitri.']",C,YA,TIDAK,YA
1308,Jawa Timur,Pertanian,Di daerah Glenmore terdapat pabrik gula terbesar di Jawa Timur.,"['A. Pabrik tersebut menggunakan bahan dasar tebu yang diimpor dari daerah lain.', 'B. Pabrik tersebut menggunakan bahan dasar tebu yang diimpor dari luar negeri.', 'C. Pabrik tersebut menggunakan bahan dasar tebu yang dipanen di kebun sekitar.']",C,YA,TIDAK,YA
1309,Jawa Timur,Pertanian,"Ketika berkunjung ke Alasmalang, Rita ikut meramaikan upacara kebo-keboan.","['A. Sebelum acara inti dimulai, Rita mengikuti selamatan dengan 17 tumpeng, jenang sengkolo, 2 porsi jenang suro, dan lauk pauk.', 'B. Sebelum acara inti dimulai, Rita mengikuti selamatan dengan 12 tumpeng, jenang sengkolo, 2 porsi jenang suro, dan lauk pauk.', 'C. Sebelum acara inti dimulai, Rita mengikuti selamatan dengan 12 tumpeng, jenang sengkolo, 7 porsi jenang suro, dan lauk pauk.']",C,YA,TIDAK,YA
1310,Jawa Timur,IkanTernak,Ansor turut meramaikan tradisi Pasatan di daerah Bendungan Karangdoro.,"['A. Ansor dan warga lainnya berebut tempat untuk melempar jala air ketika bendungan cukup pasang.', 'B. Ansor dan warga lainnya berebut tempat untuk melempar jala setelah air bendungan mengering.', 'C. Ansor dan warga lainnya berebut tempat untuk melempar jala ketika musim kemarau.']",B,YA,TIDAK,YA
1311,Jawa Timur,IkanTernak,Paijo mengikuti acara grobyak ikan ketika bulan Suro.,"['A. Grobyak ikan diawali dengan kirab tumpeng menuju Sumber Gundi baru menangkap ikan.', 'B. Grobyak ikan di Sumber Gundi dimulai dengan menangkap ikan menggunakan jala kemudian melakukan persembahan laut.', 'C. Grobyak ikan dilakukan dengan membawa gerobak ke Sumber Gundi kemudian menjual ikan.']",A,YA,TIDAK,YA
1312,Jawa Timur,IkanTernak,"Sebagai warga yang tinggal di sekitar Danau Ranu, Jono aktif terlibat mengikuti acara distrikan.","['A. Upacara distrikan yang diselenggarakan di bulan Rajab.', 'B. Upacara distrikan yang diselenggarakan di bulan Suro.', 'C. Upacara distrikan yang diselenggarakan di bulan Sapar.']",B,YA,TIDAK,YA
